,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
10,No Me Diga___Daphne Rubin-Vega,2022-12-09 07:07,Daphne Rubin-Vega,No Me Diga,11530,2022-12-09 07:07:00,0.497,0.474,8,-6.964,1,0.073,0.541,0.0,0.0942,0.945,163.661,audio_features,0ystGIV4kUJf6GIhgc6b6N,spotify:track:0ystGIV4kUJf6GIhgc6b6N,https://api.spotify.com/v1/tracks/0ystGIV4kUJf6GIhgc6b6N,https://api.spotify.com/v1/audio-analysis/0ystGIV4kUJf6GIhgc6b6N,144599,4,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
11,Breathe (feat. Rubén Blades and Doreen Montalvo)___Leslie Grace,2022-12-09 07:07,Leslie Grace,Breathe (feat. Rubén Blades and Doreen Montalvo),246052,2022-12-09 07:07:00,0.329,0.365,9,-9.023,1,0.0474,0.364,0.0,0.334,0.202,172.02,audio_features,6eHA7Fw7JcrmhY5SZK9Rzx,spotify:track:6eHA7Fw7JcrmhY5SZK9Rzx,https://api.spotify.com/v1/tracks/6eHA7Fw7JcrmhY5SZK9Rzx,https://api.spotify.com/v1/audio-analysis/6eHA7Fw7JcrmhY5SZK9Rzx,246053,3,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
12,It Won't Be Long Now___Melissa Barrera,2022-12-09 07:19,Melissa Barrera,It Won't Be Long Now,10843,2022-12-09 07:19:00,0.668,0.581,2,-8.557,1,0.0801,0.256,0.0,0.124,0.188,127.957,audio_features,30ihKnt3RsPDevw9y1xWld,spotify:track:30ihKnt3RsPDevw9y1xWld,https://api.spotify.com/v1/tracks/30ihKnt3RsPDevw9y1xWld,https://api.spotify.com/v1/audio-analysis/30ihKnt3RsPDevw9y1xWld,218828,4,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
13,It Won't Be Long Now___Melissa Barrera,2022-12-09 07:44,Melissa Barrera,It Won't Be Long Now,2544,2022-12-09 07:44:00,0.668,0.581,2,-8.557,1,0.0801,0.256,0.0,0.124,0.188,127.957,audio_features,30ihKnt3RsPDevw9y1xWld,spotify:track:30ihKnt3RsPDevw9y1xWld,https://api.spotify.com/v1/tracks/30ihKnt3RsPDevw9y1xWld,https://api.spotify.com/v1/audio-analysis/30ihKnt3RsPDevw9y1xWld,218828,4,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
14,Piragua___Lin-Manuel Miranda,2022-12-09 07:44,Lin-Manuel Miranda,Piragua,5444,2022-12-09 07:44:00,0.565,0.407,9,-7.363,1,0.0705,0.169,0.0,0.0527,0.636,85.396,audio_features,3Zlc3t2z1Fc2GXjbfGgrjG,spotify:track:3Zlc3t2z1Fc2GXjbfGgrjG,https://api.spotify.com/v1/tracks/3Zlc3t2z1Fc2GXjbfGgrjG,https://api.spotify.com/v1/audio-analysis/3Zlc3t2z1Fc2GXjbfGgrjG,102185,4,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
15,Benny's Dispatch___Leslie Grace,2022-12-09 07:44,Leslie Grace,Benny's Dispatch,1043,2022-12-09 07:44:00,0.674,0.562,6,-8.501,0,0.216,0.00598,0.0,0.108,0.256,91.908,audio_features,5ZTuSZiQfauqYcGt3rVaV2,spotify:track:5ZTuSZiQfauqYcGt3rVaV2,https://api.spotify.com/v1/tracks/5ZTuSZiQfauqYcGt3rVaV2,https://api.spotify.com/v1/audio-analysis/5ZTuSZiQfauqYcGt3rVaV2,140888,4,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
16,Wenn das Schicksal dich ereilt___Orchester der Vereinigten Bühnen Wien,2022-12-09 07:47,Orchester der Vereinigten Bühnen Wien,Wenn das Schicksal dich ereilt,1182,2022-12-09 07:47:00,0.68,0.44,5,-12.493,1,0.0352,0.537,0.87,0.125,0.576,113.464,audio_features,3iXkCStTsZJ62spXbVw1n0,spotify:track:3iXkCStTsZJ62spXbVw1n0,https://api.spotify.com/v1/tracks/3iXkCStTsZJ62spXbVw1n0,https://api.spotify.com/v1/audio-analysis/3iXkCStTsZJ62spXbVw1n0,187132,3,Rudolf - Affaire Mayerling / Sing Along,3nKPbyEuhGMW5OfyJ70clF
17,When The Sun Goes Down___Leslie Grace,2022-12-09 07:47,Leslie Grace,When The Sun Goes Down,167045,2022-12-09 07:47:00,0.301,0.265,8,-10.233,1,0.0535,0.0598,2.16e-06,0.124,0.12,77.896,audio_features,322nU6eXT4j7dj5ytj73SX,spotify:track:322nU6eXT4j7dj5ytj73SX,https://api.spotify.com/v1/tracks/322nU6eXT4j7dj5ytj73SX,https://api.spotify.com/v1/audio-analysis/322nU6eXT4j7dj5ytj73SX,172178,1,In The Heights (Original Motion Picture Soundtrack),0F3HOT0E0Jj2MSnPm6tq4n
18,Die Fäden in der Hand___Orchester der Vereinigten Bühnen Wien,2022-12-09 07:48,Orchester der Vereinigten Bühnen Wien,Die Fäden in der Hand,63100,2022-12-09 07:48:00,0.634,0.626,11,-10.789,0,0.0315,0.477,0.832,0.0571,0.766,121.221,audio_features,0WCSL1OId67GM7J8xDmXPt,spotify:track:0WCSL1OId67GM7J8xDmXPt,https://api.spotify.com/v1/tracks/0WCSL1OId67GM7J8xDmXPt,https://api.spotify.com/v1/audio-analysis/0WCSL1OId67GM7J8xDmXPt,204671,4,Rudolf - Affaire Mayerling / Sing Along,3nKPbyEuhGMW5OfyJ70clF
19,Alexander Hamilton___Leslie Odom Jr.,2022-12-09 07:50,Leslie Odom Jr.,Alexander Hamilton,16338,2022-12-09 07:50:00,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,audio_features,4TTV7EcfroSLWzXRY6gLv6,spotify:track:4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6,236738,4,Hamilton (Original Broadway Cast Recording),1kCHru7uhxBUdzkm4gzRQc
20,ABC Café / Red and Black - Live___Michael Maguire,2022-12-09 07:50,Michael Maguire,ABC Café / Red and Black - Live,3240,2022-12-09 07:50:00,0.397,0.416,11,-15.28,1,0.268,0.818,1.11e-05,0.912,0.281,83.873,audio_features,0tGBVHmWp6QoPItp35GPDO,spotify:track:0tGBVHmWp6QoPItp35GPDO,https://api.spotify.com/v1/tracks/0tGBVHmWp6QoPItp35GPDO,https://api.spotify.com/v1/audio-analysis/0tGBVHmWp6QoPItp35GPDO,352067,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
21,Die Fäden in der Hand___Uwe Kröger,2022-12-09 07:50,Uwe Kröger,Die Fäden in der Hand,108432,2022-12-09 07:50:00,0.616,0.763,11,-8.11,0,0.0763,0.627,4.12e-06,0.109,0.849,121.402,audio_features,1BtYgPTQrpAe34p41woi5P,spotify:track:1BtYgPTQrpAe34p41woi5P,https://api.spotify.com/v1/tracks/1BtYgPTQrpAe34p41woi5P,https://api.spotify.com/v1/audio-analysis/1BtYgPTQrpAe34p41woi5P,204706,4,Rudolf - Affaire Mayerling / Cast Album Wien,7sWlhb1zNDVY88NwhsXIEX
22,"Building the Barricade / On My Own - Live___The ""Les Misérables"" 10th Anniversary Orchestra",2022-12-09 07:52,"The ""Les Misérables"" 10th Anniversary Orchestra",Building the Barricade / On My Own - Live,404,2022-12-09 07:52:00,0.322,0.142,2,-21.502,0,0.0581,0.889,1.62e-06,0.737,0.12,135.573,audio_features,3WYLiUP4eDv0EAQ5VhLMUO,spotify:track:3WYLiUP4eDv0EAQ5VhLMUO,https://api.spotify.com/v1/tracks/3WYLiUP4eDv0EAQ5VhLMUO,https://api.spotify.com/v1/audio-analysis/3WYLiUP4eDv0EAQ5VhLMUO,278827,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
23,Do You Hear The People Sing? - Live___Michael Maguire,2022-12-09 07:52,Michael Maguire,Do You Hear The People Sing? - Live,92437,2022-12-09 07:52:00,0.507,0.368,0,-15.323,1,0.0613,0.847,0.0,0.66,0.581,131.709,audio_features,3KyYAROzxfIPyazgg5o47G,spotify:track:3KyYAROzxfIPyazgg5o47G,https://api.spotify.com/v1/tracks/3KyYAROzxfIPyazgg5o47G,https://api.spotify.com/v1/audio-analysis/3KyYAROzxfIPyazgg5o47G,109733,3,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
24,One Day More! - Live___Les Misérables - 10th Anniversary Cast,2022-12-09 07:56,Les Misérables - 10th Anniversary Cast,One Day More! - Live,214704,2022-12-09 07:56:00,0.222,0.367,9,-17.758,1,0.095,0.846,0.000609,0.75,0.24,89.809,audio_features,62vBgmeAJZYrwaYJy5xDhv,spotify:track:62vBgmeAJZYrwaYJy5xDhv,https://api.spotify.com/v1/tracks/62vBgmeAJZYrwaYJy5xDhv,https://api.spotify.com/v1/audio-analysis/62vBgmeAJZYrwaYJy5xDhv,256800,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
25,"Building the Barricade / On My Own - Live___The ""Les Misérables"" 10th Anniversary Orchestra",2022-12-09 08:00,"The ""Les Misérables"" 10th Anniversary Orchestra",Building the Barricade / On My Own - Live,241314,2022-12-09 08:00:00,0.322,0.142,2,-21.502,0,0.0581,0.889,1.62e-06,0.737,0.12,135.573,audio_features,3WYLiUP4eDv0EAQ5VhLMUO,spotify:track:3WYLiUP4eDv0EAQ5VhLMUO,https://api.spotify.com/v1/tracks/3WYLiUP4eDv0EAQ5VhLMUO,https://api.spotify.com/v1/audio-analysis/3WYLiUP4eDv0EAQ5VhLMUO,278827,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
26,Javert's Suicide - Live___Philip Quast,2022-12-09 08:04,Philip Quast,Javert's Suicide - Live,234777,2022-12-09 08:04:00,0.483,0.369,5,-17.945,1,0.236,0.872,1.52e-05,0.76,0.281,98.622,audio_features,0Ehta8mCR4ZLbVeDL1lkWY,spotify:track:0Ehta8mCR4ZLbVeDL1lkWY,https://api.spotify.com/v1/tracks/0Ehta8mCR4ZLbVeDL1lkWY,https://api.spotify.com/v1/audio-analysis/0Ehta8mCR4ZLbVeDL1lkWY,273933,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
27,On Parole / The Bishop - Live___Philip Quast,2022-12-09 08:07,Philip Quast,On Parole / The Bishop - Live,6640,2022-12-09 08:07:00,0.375,0.126,5,-21.724,1,0.0875,0.876,0.0,0.122,0.305,87.348,audio_features,1WYTi60DCcVRdm9IaUmo5d,spotify:track:1WYTi60DCcVRdm9IaUmo5d,https://api.spotify.com/v1/tracks/1WYTi60DCcVRdm9IaUmo5d,https://api.spotify.com/v1/audio-analysis/1WYTi60DCcVRdm9IaUmo5d,315800,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
28,Prologue - Live___Philip Quast,2022-12-09 08:07,Philip Quast,Prologue - Live,4893,2022-12-09 08:07:00,0.565,0.303,3,-16.916,0,0.048,0.777,2.95e-06,0.425,0.19,81.305,audio_features,4SAdpLu7oXo59o2YtJFVdz,spotify:track:4SAdpLu7oXo59o2YtJFVdz,https://api.spotify.com/v1/tracks/4SAdpLu7oXo59o2YtJFVdz,https://api.spotify.com/v1/audio-analysis/4SAdpLu7oXo59o2YtJFVdz,246493,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
29,Empty Chairs At Empty Tables - Live___Michael Ball,2022-12-09 08:07,Michael Ball,Empty Chairs At Empty Tables - Live,186729,2022-12-09 08:07:00,0.252,0.187,2,-21.692,0,0.0783,0.917,0.000324,0.681,0.09,87.449,audio_features,5zQbbVeC2f7P12r7wtpzS8,spotify:track:5zQbbVeC2f7P12r7wtpzS8,https://api.spotify.com/v1/tracks/5zQbbVeC2f7P12r7wtpzS8,https://api.spotify.com/v1/audio-analysis/5zQbbVeC2f7P12r7wtpzS8,196893,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
30,"Turning - Live___The ""Les Misérables"" 10th Anniversary Female Ensemble",2022-12-09 08:10,"The ""Les Misérables"" 10th Anniversary Female Ensemble",Turning - Live,25779,2022-12-09 08:10:00,0.388,0.106,5,-20.811,1,0.043,0.936,0.0,0.442,0.381,92.245,audio_features,2VCJQt1bpbMMzGqs8iUx8W,spotify:track:2VCJQt1bpbMMzGqs8iUx8W,https://api.spotify.com/v1/tracks/2VCJQt1bpbMMzGqs8iUx8W,https://api.spotify.com/v1/audio-analysis/2VCJQt1bpbMMzGqs8iUx8W,132307,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
31,Prologue - Live___Philip Quast,2022-12-09 08:10,Philip Quast,Prologue - Live,183500,2022-12-09 08:10:00,0.565,0.303,3,-16.916,0,0.048,0.777,2.95e-06,0.425,0.19,81.305,audio_features,4SAdpLu7oXo59o2YtJFVdz,spotify:track:4SAdpLu7oXo59o2YtJFVdz,https://api.spotify.com/v1/tracks/4SAdpLu7oXo59o2YtJFVdz,https://api.spotify.com/v1/audio-analysis/4SAdpLu7oXo59o2YtJFVdz,246493,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
32,On Parole / The Bishop - Live___Philip Quast,2022-12-09 08:17,Philip Quast,On Parole / The Bishop - Live,315800,2022-12-09 08:17:00,0.375,0.126,5,-21.724,1,0.0875,0.876,0.0,0.122,0.305,87.348,audio_features,1WYTi60DCcVRdm9IaUmo5d,spotify:track:1WYTi60DCcVRdm9IaUmo5d,https://api.spotify.com/v1/tracks/1WYTi60DCcVRdm9IaUmo5d,https://api.spotify.com/v1/audio-analysis/1WYTi60DCcVRdm9IaUmo5d,315800,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
33,Valjean's Soliloquy - Live___Colm Wilkinson,2022-12-09 08:22,Colm Wilkinson,Valjean's Soliloquy - Live,219933,2022-12-09 08:22:00,0.456,0.257,5,-18.046,1,0.0888,0.812,1.91e-06,0.134,0.179,111.242,audio_features,0R1i9DMWu2rgt7cptVJF6c,spotify:track:0R1i9DMWu2rgt7cptVJF6c,https://api.spotify.com/v1/tracks/0R1i9DMWu2rgt7cptVJF6c,https://api.spotify.com/v1/audio-analysis/0R1i9DMWu2rgt7cptVJF6c,219933,3,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
34,At The End Of The Day - Live___Colm Wilkinson,2022-12-09 08:27,Colm Wilkinson,At The End Of The Day - Live,277040,2022-12-09 08:27:00,0.531,0.378,5,-15.782,1,0.115,0.734,1.39e-05,0.334,0.573,130.769,audio_features,3kJlAwFPbTkv77SZetNkFS,spotify:track:3kJlAwFPbTkv77SZetNkFS,https://api.spotify.com/v1/tracks/3kJlAwFPbTkv77SZetNkFS,https://api.spotify.com/v1/audio-analysis/3kJlAwFPbTkv77SZetNkFS,277040,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
35,I Dreamed A Dream - Live___Ruthie Henshall,2022-12-09 08:32,Ruthie Henshall,I Dreamed A Dream - Live,278693,2022-12-09 08:32:00,0.226,0.106,3,-19.133,1,0.0417,0.883,6.6e-05,0.691,0.0659,72.397,audio_features,2AEpZqVzhE9w5soqgqDteN,spotify:track:2AEpZqVzhE9w5soqgqDteN,https://api.spotify.com/v1/tracks/2AEpZqVzhE9w5soqgqDteN,https://api.spotify.com/v1/audio-analysis/2AEpZqVzhE9w5soqgqDteN,278693,3,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
36,Lovely Ladies - Live___Les Misérables - 10th Anniversary Cast,2022-12-09 08:34,Les Misérables - 10th Anniversary Cast,Lovely Ladies - Live,128040,2022-12-09 08:34:00,0.503,0.209,5,-18.461,1,0.415,0.852,0.0,0.478,0.522,160.117,audio_features,1prSYHFsg1vJKdb3ywyg2a,spotify:track:1prSYHFsg1vJKdb3ywyg2a,https://api.spotify.com/v1/tracks/1prSYHFsg1vJKdb3ywyg2a,https://api.spotify.com/v1/audio-analysis/1prSYHFsg1vJKdb3ywyg2a,128040,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
37,Fantine's Arrest - Live___Philip Quast,2022-12-09 08:38,Philip Quast,Fantine's Arrest - Live,233466,2022-12-09 08:38:00,0.531,0.194,5,-20.488,1,0.114,0.83,0.0,0.34,0.407,118.947,audio_features,2rQo8rNzuiA9TuMUQKGQ6f,spotify:track:2rQo8rNzuiA9TuMUQKGQ6f,https://api.spotify.com/v1/tracks/2rQo8rNzuiA9TuMUQKGQ6f,https://api.spotify.com/v1/audio-analysis/2rQo8rNzuiA9TuMUQKGQ6f,233467,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
38,"The Runaway Cart - Live___The ""Les Misérables"" 10th Anniversary Orchestra",2022-12-09 08:39,"The ""Les Misérables"" 10th Anniversary Orchestra",The Runaway Cart - Live,110066,2022-12-09 08:39:00,0.53,0.219,5,-19.593,1,0.154,0.771,7.47e-06,0.164,0.175,102.343,audio_features,5s6dSCNnkJxVSPFybSlYqO,spotify:track:5s6dSCNnkJxVSPFybSlYqO,https://api.spotify.com/v1/tracks/5s6dSCNnkJxVSPFybSlYqO,https://api.spotify.com/v1/audio-analysis/5s6dSCNnkJxVSPFybSlYqO,110067,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
39,Who Am I? / The Trial - Live___Colm Wilkinson,2022-12-09 08:43,Colm Wilkinson,Who Am I? / The Trial - Live,191826,2022-12-09 08:43:00,0.373,0.251,6,-18.89,1,0.165,0.904,0.000168,0.702,0.0789,99.702,audio_features,5e7fP686wivIIJLX5TmJ6l,spotify:track:5e7fP686wivIIJLX5TmJ6l,https://api.spotify.com/v1/tracks/5e7fP686wivIIJLX5TmJ6l,https://api.spotify.com/v1/audio-analysis/5e7fP686wivIIJLX5TmJ6l,191827,3,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
40,Fantine's Death - Live___Ruthie Henshall,2022-12-09 08:46,Ruthie Henshall,Fantine's Death - Live,224533,2022-12-09 08:46:00,0.248,0.0697,5,-21.435,1,0.0456,0.941,0.0,0.276,0.146,82.866,audio_features,2yycMGn9WpwrFic9qIFMtA,spotify:track:2yycMGn9WpwrFic9qIFMtA,https://api.spotify.com/v1/tracks/2yycMGn9WpwrFic9qIFMtA,https://api.spotify.com/v1/audio-analysis/2yycMGn9WpwrFic9qIFMtA,224533,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
41,The Confrontation - Live___Philip Quast,2022-12-09 08:49,Philip Quast,The Confrontation - Live,154200,2022-12-09 08:49:00,0.429,0.292,1,-18.065,1,0.0696,0.838,2.02e-06,0.237,0.353,93.576,audio_features,5Tu7E5l3Czv6APtGkAsLv4,spotify:track:5Tu7E5l3Czv6APtGkAsLv4,https://api.spotify.com/v1/tracks/5Tu7E5l3Czv6APtGkAsLv4,https://api.spotify.com/v1/audio-analysis/5Tu7E5l3Czv6APtGkAsLv4,154200,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
42,Castle On A Cloud - Live___Hannah Chick,2022-12-09 08:52,Hannah Chick,Castle On A Cloud - Live,195306,2022-12-09 08:52:00,0.534,0.0956,5,-20.934,1,0.095,0.924,0.0,0.689,0.227,111.394,audio_features,19bVEHRxxT3ybT2lr7mXjH,spotify:track:19bVEHRxxT3ybT2lr7mXjH,https://api.spotify.com/v1/tracks/19bVEHRxxT3ybT2lr7mXjH,https://api.spotify.com/v1/audio-analysis/19bVEHRxxT3ybT2lr7mXjH,195307,5,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
43,Master Of The House - Live___Alun Armstrong,2022-12-09 08:56,Alun Armstrong,Master Of The House - Live,204808,2022-12-09 08:56:00,0.468,0.473,9,-16.068,1,0.505,0.759,0.0,0.728,0.548,154.589,audio_features,036ufmMfHHoVWkAhUcHxQD,spotify:track:036ufmMfHHoVWkAhUcHxQD,https://api.spotify.com/v1/tracks/036ufmMfHHoVWkAhUcHxQD,https://api.spotify.com/v1/audio-analysis/036ufmMfHHoVWkAhUcHxQD,321160,4,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall),1o31VAqq2nAW0uGAGLs5YD
