,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
4635,Say Yay! - Eurovision Spain - 2016___Barei,2022-06-18 18:58,Barei,Say Yay! - Eurovision Spain - 2016,178284,2022-06-18 18:58:00,0.635,0.785,5,-6.209,0,0.0326,0.0154,0.0,0.104,0.527,125.004,audio_features,7DtnbNXYrv8ldS4xqA87tT,spotify:track:7DtnbNXYrv8ldS4xqA87tT,https://api.spotify.com/v1/tracks/7DtnbNXYrv8ldS4xqA87tT,https://api.spotify.com/v1/audio-analysis/7DtnbNXYrv8ldS4xqA87tT,178284,4,Throw The Dice,1WTVcEiUNQ6K8iGL2ap1Jg
4636,Nic___Albo Inaczej,2022-06-18 19:05,Albo Inaczej,Nic,199911,2022-06-18 19:05:00,0.419,0.292,8,-10.349,1,0.0684,0.655,0.0,0.106,0.27,197.158,audio_features,6C5A0xV8tvW8NqzLUb2xt1,spotify:track:6C5A0xV8tvW8NqzLUb2xt1,https://api.spotify.com/v1/tracks/6C5A0xV8tvW8NqzLUb2xt1,https://api.spotify.com/v1/audio-analysis/6C5A0xV8tvW8NqzLUb2xt1,189000,3,Nic dwa razy (W. Szymborska),3gZB6h09sZvWlhzZaqtf6t
4637,PROJECT: Yi___League of Legends,2022-06-18 19:13,League of Legends,PROJECT: Yi,259900,2022-06-18 19:13:00,0.591,0.812,2,-5.205,0,0.0451,0.0286,0.0523,0.108,0.149,122.007,audio_features,2KdWkMZBtbBXFVc6aZxWJI,spotify:track:2KdWkMZBtbBXFVc6aZxWJI,https://api.spotify.com/v1/tracks/2KdWkMZBtbBXFVc6aZxWJI,https://api.spotify.com/v1/audio-analysis/2KdWkMZBtbBXFVc6aZxWJI,260838,4,Warsongs,25iitzpEYGoW3AxyWL6Zb8
4638,Nocturnal___Biometrix,2022-06-18 19:28,Biometrix,Nocturnal,200017,2022-06-18 19:28:00,0.672,0.681,2,-6.439,0,0.0374,0.0196,0.000199,0.163,0.269,103.01,audio_features,2ZbqLzPVJxwJ5KPVXb3KaL,spotify:track:2ZbqLzPVJxwJ5KPVXb3KaL,https://api.spotify.com/v1/tracks/2ZbqLzPVJxwJ5KPVXb3KaL,https://api.spotify.com/v1/audio-analysis/2ZbqLzPVJxwJ5KPVXb3KaL,404512,4,Caracal (Deluxe),08ipn1MH7xqgoqhUbtvCTy
4639,Witness___Katy Perry,2022-06-18 19:32,Katy Perry,Witness,250010,2022-06-18 19:32:00,0.599,0.614,6,-8.811,0,0.0548,0.0351,0.00017,0.106,0.123,119.831,audio_features,6EzuVdWmzgOBmqHpzbbzfQ,spotify:track:6EzuVdWmzgOBmqHpzbbzfQ,https://api.spotify.com/v1/tracks/6EzuVdWmzgOBmqHpzbbzfQ,https://api.spotify.com/v1/audio-analysis/6EzuVdWmzgOBmqHpzbbzfQ,250507,4,Witness (Deluxe),0UlbGi4oAth8s6rwaGSU8Z
4640,Fetish (feat. Gucci Mane) - Galantis Remix___Selena Gomez,2022-06-18 19:41,Selena Gomez,Fetish (feat. Gucci Mane) - Galantis Remix,208048,2022-06-18 19:41:00,0.717,0.714,9,-5.373,0,0.122,0.0866,0.0,0.18,0.446,124.911,audio_features,1LopWF5XCEzwsPAtB4Uv7q,spotify:track:1LopWF5XCEzwsPAtB4Uv7q,https://api.spotify.com/v1/tracks/1LopWF5XCEzwsPAtB4Uv7q,https://api.spotify.com/v1/audio-analysis/1LopWF5XCEzwsPAtB4Uv7q,208048,4,Fetish (feat. Gucci Mane) [Galantis Remix],5zc9hCF004wHe3h2KuoufY
4641,Czekam___Virgin,2022-06-18 19:42,Virgin,Czekam,63728,2022-06-18 19:42:00,0.515,0.298,9,-12.463,0,0.0398,0.868,2.69e-06,0.255,0.342,116.274,audio_features,1APBwB7Jh1lHLbsaJ8vRAL,spotify:track:1APBwB7Jh1lHLbsaJ8vRAL,https://api.spotify.com/v1/tracks/1APBwB7Jh1lHLbsaJ8vRAL,https://api.spotify.com/v1/audio-analysis/1APBwB7Jh1lHLbsaJ8vRAL,105547,4,Virgin,1qjHNYWWbkx8iuuqBqX1mX
4642,Friendzone___Honorata Skarbek,2022-06-18 19:48,Honorata Skarbek,Friendzone,194286,2022-06-18 19:48:00,0.659,0.672,5,-5.669,0,0.152,0.488,0.0,0.116,0.31,84.005,audio_features,7b70RivwU73dA40BYzPRa1,spotify:track:7b70RivwU73dA40BYzPRa1,https://api.spotify.com/v1/tracks/7b70RivwU73dA40BYzPRa1,https://api.spotify.com/v1/audio-analysis/7b70RivwU73dA40BYzPRa1,194286,4,Friendzone,6gsPNMXVvvCtPg9zxkjAl0
4643,Je ne parle pas français - Beatgees Remix___Namika,2022-06-18 19:55,Namika,Je ne parle pas français - Beatgees Remix,221597,2022-06-18 19:55:00,0.598,0.604,5,-7.603,0,0.283,0.133,4.25e-06,0.128,0.711,111.096,audio_features,7pLG2f4GnHLYgRovYdgCPL,spotify:track:7pLG2f4GnHLYgRovYdgCPL,https://api.spotify.com/v1/tracks/7pLG2f4GnHLYgRovYdgCPL,https://api.spotify.com/v1/audio-analysis/7pLG2f4GnHLYgRovYdgCPL,238147,4,Je ne parle pas français (feat. Black M) [Beatgees Remix],4MFokpjqVM8SMUpPGI42ug
4644,Let's Get Loud___Jennifer Lopez,2022-06-18 20:02,Jennifer Lopez,Let's Get Loud,238111,2022-06-18 20:02:00,0.82,0.937,5,-4.81,0,0.0542,0.139,7.51e-05,0.325,0.922,131.006,audio_features,6kQz6t5z1FK4uohPh8Kd73,spotify:track:6kQz6t5z1FK4uohPh8Kd73,https://api.spotify.com/v1/tracks/6kQz6t5z1FK4uohPh8Kd73,https://api.spotify.com/v1/audio-analysis/6kQz6t5z1FK4uohPh8Kd73,238227,4,On The 6,43CV8Hxctvm8BUCesUaxMk
4645,Over My Head___Echosmith,2022-06-18 20:05,Echosmith,Over My Head,208116,2022-06-18 20:05:00,0.656,0.723,11,-4.975,0,0.0262,0.0968,0.0,0.343,0.904,105.049,audio_features,3haxUceS8i97BLoB7WH3Mj,spotify:track:3haxUceS8i97BLoB7WH3Mj,https://api.spotify.com/v1/tracks/3haxUceS8i97BLoB7WH3Mj,https://api.spotify.com/v1/audio-analysis/3haxUceS8i97BLoB7WH3Mj,208233,4,Over My Head,1Hy1vUVcM96DDpY4YEdyYS
4646,Gdzie jestem ja___Linia Nocna,2022-06-18 20:09,Linia Nocna,Gdzie jestem ja,207277,2022-06-18 20:09:00,0.703,0.704,6,-8.225,1,0.0961,0.00517,0.127,0.126,0.325,120.985,audio_features,4WGp3mugL7WGiecBzwNidk,spotify:track:4WGp3mugL7WGiecBzwNidk,https://api.spotify.com/v1/tracks/4WGp3mugL7WGiecBzwNidk,https://api.spotify.com/v1/audio-analysis/4WGp3mugL7WGiecBzwNidk,207253,4,Znikam na chwilę,0SfHFTzoXriCbIPGEGub0G
4647,Oczy - Polaroidy___Daria Zawiałow,2022-06-18 20:30,Daria Zawiałow,Oczy - Polaroidy,266847,2022-06-18 20:30:00,0.67,0.596,9,-9.134,0,0.0301,0.0223,0.0481,0.0662,0.577,125.022,audio_features,2m0LqSBJamhtba0TyHTg4p,spotify:track:2m0LqSBJamhtba0TyHTg4p,https://api.spotify.com/v1/tracks/2m0LqSBJamhtba0TyHTg4p,https://api.spotify.com/v1/audio-analysis/2m0LqSBJamhtba0TyHTg4p,267040,4,Wojny i Noce,3HzwI3Iu0ybrHssUfj3FRJ
4648,Tired___Alan Walker,2022-06-18 20:31,Alan Walker,Tired,86544,2022-06-18 20:31:00,0.69,0.876,2,-4.159,1,0.059,0.0428,0.0,0.147,0.493,123.994,audio_features,3b5Li4QKDVBx1x7fQuu54a,spotify:track:3b5Li4QKDVBx1x7fQuu54a,https://api.spotify.com/v1/tracks/3b5Li4QKDVBx1x7fQuu54a,https://api.spotify.com/v1/audio-analysis/3b5Li4QKDVBx1x7fQuu54a,192112,4,Tired,1q1ayQAYMOacFE2fkXbkv2
4649,Louboutin___DZIARMA,2022-06-18 20:31,DZIARMA,Louboutin,5038,2022-06-18 20:31:00,0.831,0.591,11,-6.526,0,0.208,0.152,0.0,0.0662,0.424,126.019,audio_features,0JNyBvVyQ5awHtRLsiKrKL,spotify:track:0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/tracks/0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/audio-analysis/0JNyBvVyQ5awHtRLsiKrKL,174373,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
4650,Louboutin___DZIARMA,2022-06-18 20:34,DZIARMA,Louboutin,169439,2022-06-18 20:34:00,0.831,0.591,11,-6.526,0,0.208,0.152,0.0,0.0662,0.424,126.019,audio_features,0JNyBvVyQ5awHtRLsiKrKL,spotify:track:0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/tracks/0JNyBvVyQ5awHtRLsiKrKL,https://api.spotify.com/v1/audio-analysis/0JNyBvVyQ5awHtRLsiKrKL,174373,4,DZIARMA,3M2jL4tMc6m3aIFYm7MpAk
4651,Elastic Heart___Sia,2022-06-18 20:45,Sia,Elastic Heart,257162,2022-06-18 20:45:00,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,audio_features,6kwAbEjseqBob48jCus7Sz,spotify:track:6kwAbEjseqBob48jCus7Sz,https://api.spotify.com/v1/tracks/6kwAbEjseqBob48jCus7Sz,https://api.spotify.com/v1/audio-analysis/6kwAbEjseqBob48jCus7Sz,257200,4,1000 Forms Of Fear,3xFSl9lIRaYXIYkIn3OIl9
4652,ULALA___Żabson,2022-06-18 20:51,Żabson,ULALA,16388,2022-06-18 20:51:00,0.823,0.709,9,-6.744,1,0.244,0.155,4.46e-06,0.67,0.606,166.074,audio_features,3R1kRWGWXEEdWZGfZaXihP,spotify:track:3R1kRWGWXEEdWZGfZaXihP,https://api.spotify.com/v1/tracks/3R1kRWGWXEEdWZGfZaXihP,https://api.spotify.com/v1/audio-analysis/3R1kRWGWXEEdWZGfZaXihP,178560,4,Ziomalski Mixtape,0wQB9uv8pVexo31itgCXxn
4653,Je ne parle pas français - Beatgees Remix___Namika,2022-06-18 20:51,Namika,Je ne parle pas français - Beatgees Remix,172671,2022-06-18 20:51:00,0.598,0.604,5,-7.603,0,0.283,0.133,4.25e-06,0.128,0.711,111.096,audio_features,7pLG2f4GnHLYgRovYdgCPL,spotify:track:7pLG2f4GnHLYgRovYdgCPL,https://api.spotify.com/v1/tracks/7pLG2f4GnHLYgRovYdgCPL,https://api.spotify.com/v1/audio-analysis/7pLG2f4GnHLYgRovYdgCPL,238147,4,Je ne parle pas français (feat. Black M) [Beatgees Remix],4MFokpjqVM8SMUpPGI42ug
4654,So It Goes...___Taylor Swift,2022-06-18 20:51,Taylor Swift,So It Goes...,4800,2022-06-18 20:51:00,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,audio_features,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,https://api.spotify.com/v1/tracks/5PxFv9yJEg9dxvbZggykro,https://api.spotify.com/v1/audio-analysis/5PxFv9yJEg9dxvbZggykro,227907,4,reputation,6DEjYFkNZh67HP7R9PSZvv
4655,"Niech Pomyślą, Że To Ja___Grzegorz Hyży",2022-06-18 20:53,Grzegorz Hyży,"Niech Pomyślą, Że To Ja",16896,2022-06-18 20:53:00,0.548,0.735,0,-6.08,0,0.0299,0.0628,4.54e-06,0.122,0.455,138.053,audio_features,77qBLiQrsBExoLLVhKpoGp,spotify:track:77qBLiQrsBExoLLVhKpoGp,https://api.spotify.com/v1/tracks/77qBLiQrsBExoLLVhKpoGp,https://api.spotify.com/v1/audio-analysis/77qBLiQrsBExoLLVhKpoGp,224827,4,Momenty,1JZJaY1HGGVOpui0YhFsMr
4656,No Roots___Alice Merton,2022-06-18 20:57,Alice Merton,No Roots,237054,2022-06-18 20:57:00,0.863,0.673,4,-6.576,0,0.1,0.258,0.00271,0.0745,0.821,115.952,audio_features,3D5wnLaeVlCCIPzQOOAirA,spotify:track:3D5wnLaeVlCCIPzQOOAirA,https://api.spotify.com/v1/tracks/3D5wnLaeVlCCIPzQOOAirA,https://api.spotify.com/v1/audio-analysis/3D5wnLaeVlCCIPzQOOAirA,237053,4,Mint,5j6gsQqT3UZeSghw0Xf3Pi
4657,No Broken Hearts (feat. Nicki Minaj)___Bebe Rexha,2022-06-18 20:58,Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),651,2022-06-18 20:58:00,0.704,0.722,0,-3.524,1,0.045,0.0522,0.0,0.0645,0.675,122.094,audio_features,4qULqxfCRhJAXVc75UupQB,spotify:track:4qULqxfCRhJAXVc75UupQB,https://api.spotify.com/v1/tracks/4qULqxfCRhJAXVc75UupQB,https://api.spotify.com/v1/audio-analysis/4qULqxfCRhJAXVc75UupQB,239991,4,No Broken Hearts (feat. Nicki Minaj),11jAMg5CsXfhmwe0A8BIU2
4658,Karimata (Mute)___Taco Hemingway,2022-06-18 20:58,Taco Hemingway,Karimata (Mute),51151,2022-06-18 20:58:00,0.731,0.495,11,-9.481,0,0.29,0.551,0.0,0.332,0.184,92.964,audio_features,6bfh3SfLgxel2n1sPS8P30,spotify:track:6bfh3SfLgxel2n1sPS8P30,https://api.spotify.com/v1/tracks/6bfh3SfLgxel2n1sPS8P30,https://api.spotify.com/v1/audio-analysis/6bfh3SfLgxel2n1sPS8P30,306467,4,Szprycer,2wyJLtXt8aCMjPvYEDUBxz
4659,Want To___Dua Lipa,2022-06-18 20:58,Dua Lipa,Want To,640,2022-06-18 20:58:00,0.572,0.691,8,-4.783,0,0.123,0.0788,0.000132,0.0619,0.318,92.082,audio_features,5fK0Q3j2iUcQtiRDXlPW0K,spotify:track:5fK0Q3j2iUcQtiRDXlPW0K,https://api.spotify.com/v1/tracks/5fK0Q3j2iUcQtiRDXlPW0K,https://api.spotify.com/v1/audio-analysis/5fK0Q3j2iUcQtiRDXlPW0K,211818,4,Want To,4Hwj8MyVYpdLEGKOFjVjQF
4660,Betonowy las___The Dumplings,2022-06-18 21:02,The Dumplings,Betonowy las,206392,2022-06-18 21:02:00,0.877,0.588,5,-6.214,0,0.0526,0.0152,0.000903,0.12,0.457,115.011,audio_features,444dmL6qxjuKXmIt3D8Iee,spotify:track:444dmL6qxjuKXmIt3D8Iee,https://api.spotify.com/v1/tracks/444dmL6qxjuKXmIt3D8Iee,https://api.spotify.com/v1/audio-analysis/444dmL6qxjuKXmIt3D8Iee,206609,4,No Bad Days,3QxJEbsCPSdhRJlSDFTOJz
4661,Talking Body___Tove Lo,2022-06-18 21:06,Tove Lo,Talking Body,238406,2022-06-18 21:06:00,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,audio_features,7cgu4JBW3hq1GwTM1ilkKQ,spotify:track:7cgu4JBW3hq1GwTM1ilkKQ,https://api.spotify.com/v1/tracks/7cgu4JBW3hq1GwTM1ilkKQ,https://api.spotify.com/v1/audio-analysis/7cgu4JBW3hq1GwTM1ilkKQ,238427,4,Queen Of The Clouds,5Z5O36p7BivXzkucc0PAfw
4662,Teraz To Wiem___Virgin,2022-06-18 21:09,Virgin,Teraz To Wiem,196163,2022-06-18 21:09:00,0.349,0.596,2,-7.762,1,0.0338,0.256,0.000157,0.296,0.554,86.078,audio_features,7r7QrrchuTTiTbNGV0Ybob,spotify:track:7r7QrrchuTTiTbNGV0Ybob,https://api.spotify.com/v1/tracks/7r7QrrchuTTiTbNGV0Ybob,https://api.spotify.com/v1/audio-analysis/7r7QrrchuTTiTbNGV0Ybob,211093,4,Szklanka Wody,2TT8j7pAQA0NeqcubhAtE1
4663,1000 Times (feat. Laurell)___Roger Melo,2022-06-18 21:20,Roger Melo,1000 Times (feat. Laurell),218403,2022-06-18 21:20:00,0.666,0.869,7,-3.972,1,0.0363,0.00664,0.0,0.0741,0.633,118.031,audio_features,0USJ702LWc6LJW5Od4euwP,spotify:track:0USJ702LWc6LJW5Od4euwP,https://api.spotify.com/v1/tracks/0USJ702LWc6LJW5Od4euwP,https://api.spotify.com/v1/audio-analysis/0USJ702LWc6LJW5Od4euwP,218494,4,1000 Times (feat. Laurell),46rIDo66DqM0f3nJnRd0tc
4664,Wyrwać się___PlanBe,2022-06-18 21:23,PlanBe,Wyrwać się,193890,2022-06-18 21:23:00,0.789,0.521,11,-8.926,0,0.0836,0.0845,0.0,0.0974,0.333,112.966,audio_features,0YCiELYXcW2IXFBulSMEXv,spotify:track:0YCiELYXcW2IXFBulSMEXv,https://api.spotify.com/v1/tracks/0YCiELYXcW2IXFBulSMEXv,https://api.spotify.com/v1/audio-analysis/0YCiELYXcW2IXFBulSMEXv,193866,4,Insomnia,2uLIqiKz8we6V8tsR0P9tK
4665,i miss u (with Au/Ra)___Jax Jones,2022-06-18 21:29,Jax Jones,i miss u (with Au/Ra),172144,2022-06-18 21:29:00,0.668,0.726,9,-7.512,1,0.0468,0.0387,0.0,0.134,0.453,124.075,audio_features,7CH8J4ulT49UfZwSDSkSZA,spotify:track:7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/tracks/7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/audio-analysis/7CH8J4ulT49UfZwSDSkSZA,172143,4,i miss u (with Au/Ra),4l2tR6CnN9Fn05aTYMb7S5
4666,Spokój___Natalia Nykiel,2022-06-18 21:32,Natalia Nykiel,Spokój,146066,2022-06-18 21:32:00,0.735,0.71,2,-5.602,0,0.0371,0.0144,3.78e-05,0.0688,0.354,125.041,audio_features,3JbSMvMsSybJ2q8KJkBsgV,spotify:track:3JbSMvMsSybJ2q8KJkBsgV,https://api.spotify.com/v1/tracks/3JbSMvMsSybJ2q8KJkBsgV,https://api.spotify.com/v1/audio-analysis/3JbSMvMsSybJ2q8KJkBsgV,213253,4,Discordia (Special Edition),05es9i1ZLIKZB0uRYXrced
4667,Spokój___Natalia Nykiel,2022-06-18 21:33,Natalia Nykiel,Spokój,67026,2022-06-18 21:33:00,0.735,0.71,2,-5.602,0,0.0371,0.0144,3.78e-05,0.0688,0.354,125.041,audio_features,3JbSMvMsSybJ2q8KJkBsgV,spotify:track:3JbSMvMsSybJ2q8KJkBsgV,https://api.spotify.com/v1/tracks/3JbSMvMsSybJ2q8KJkBsgV,https://api.spotify.com/v1/audio-analysis/3JbSMvMsSybJ2q8KJkBsgV,213253,4,Discordia (Special Edition),05es9i1ZLIKZB0uRYXrced
4668,Wszystko czego dziś chcę (Z serialu Rojst na Showmax)___Brodka,2022-06-18 21:43,Brodka,Wszystko czego dziś chcę (Z serialu Rojst na Showmax),359403,2022-06-18 21:43:00,0.629,0.84,10,-7.991,0,0.0267,0.000356,0.057,0.666,0.367,93.99,audio_features,0lXyAIdTQpeacoDjwKDyDq,spotify:track:0lXyAIdTQpeacoDjwKDyDq,https://api.spotify.com/v1/tracks/0lXyAIdTQpeacoDjwKDyDq,https://api.spotify.com/v1/audio-analysis/0lXyAIdTQpeacoDjwKDyDq,359404,4,Wszystko czego dziś chcę (Z serialu Rojst na Showmax),7nyg2Hp3aGq0DqtgCDSRuz
4669,Stay___Zedd,2022-06-18 21:47,Zedd,Stay,210090,2022-06-18 21:47:00,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,audio_features,3tP6QKbXvtrxiDI7QwKyUf,spotify:track:3tP6QKbXvtrxiDI7QwKyUf,https://api.spotify.com/v1/tracks/3tP6QKbXvtrxiDI7QwKyUf,https://api.spotify.com/v1/audio-analysis/3tP6QKbXvtrxiDI7QwKyUf,230323,4,SQUARE TWO,2Fna4Tb7fme5aHsNMJtVtp
4670,Pretty Please___Dua Lipa,2022-06-18 21:59,Dua Lipa,Pretty Please,194607,2022-06-18 21:59:00,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,audio_features,6DXZiYUbrYgrVIhfX3U9Z2,spotify:track:6DXZiYUbrYgrVIhfX3U9Z2,https://api.spotify.com/v1/tracks/6DXZiYUbrYgrVIhfX3U9Z2,https://api.spotify.com/v1/audio-analysis/6DXZiYUbrYgrVIhfX3U9Z2,194607,4,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI
4671,Electrode___Doda,2022-06-18 22:09,Doda,Electrode,285146,2022-06-18 22:09:00,0.538,0.741,5,-7.173,1,0.048,0.118,0.0,0.865,0.32,111.991,audio_features,3U41at9GqAGiQcpXYAETkS,spotify:track:3U41at9GqAGiQcpXYAETkS,https://api.spotify.com/v1/tracks/3U41at9GqAGiQcpXYAETkS,https://api.spotify.com/v1/audio-analysis/3U41at9GqAGiQcpXYAETkS,285147,4,7 Pokus Glownych,6cMjSYheEnm0hXuLnxNd8p
4672,Boyfriend___Mabel,2022-06-18 22:35,Mabel,Boyfriend,130858,2022-06-18 22:35:00,0.795,0.848,7,-3.128,1,0.0543,0.0569,0.0,0.0586,0.691,99.977,audio_features,0i2xIlZCO0H3mSpxr2HzgK,spotify:track:0i2xIlZCO0H3mSpxr2HzgK,https://api.spotify.com/v1/tracks/0i2xIlZCO0H3mSpxr2HzgK,https://api.spotify.com/v1/audio-analysis/0i2xIlZCO0H3mSpxr2HzgK,225707,4,High Expectations,2X7koaJ4bojj8zMqacqIhW
4673,Jest tylko teraz___Męskie Granie Orkiestra 2022,2022-06-18 22:52,Męskie Granie Orkiestra 2022,Jest tylko teraz,20791,2022-06-18 22:52:00,0.694,0.696,10,-5.959,0,0.217,0.272,0.0,0.802,0.524,110.287,audio_features,5dPw2tijsvrIfDKHzXYe2m,spotify:track:5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/tracks/5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/audio-analysis/5dPw2tijsvrIfDKHzXYe2m,217315,4,"Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)",1HlWatPRHfTF1gw0DjMZbG
4674,Jest tylko teraz___Męskie Granie Orkiestra 2022,2022-06-18 22:54,Męskie Granie Orkiestra 2022,Jest tylko teraz,133927,2022-06-18 22:54:00,0.694,0.696,10,-5.959,0,0.217,0.272,0.0,0.802,0.524,110.287,audio_features,5dPw2tijsvrIfDKHzXYe2m,spotify:track:5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/tracks/5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/audio-analysis/5dPw2tijsvrIfDKHzXYe2m,217315,4,"Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)",1HlWatPRHfTF1gw0DjMZbG
4675,Szary świat___sanah,2022-06-18 22:57,sanah,Szary świat,203395,2022-06-18 22:57:00,0.698,0.545,1,-9.484,1,0.036,0.133,0.0,0.0835,0.27,120.961,audio_features,0IeTXtlaZaJ31r0TfPu6Gc,spotify:track:0IeTXtlaZaJ31r0TfPu6Gc,https://api.spotify.com/v1/tracks/0IeTXtlaZaJ31r0TfPu6Gc,https://api.spotify.com/v1/audio-analysis/0IeTXtlaZaJ31r0TfPu6Gc,203395,4,UCZTA,7G9ImTT4M1vC44tkVgtdQz
4676,Dziś późno pójdę spać___Kwiat Jabłoni,2022-06-18 23:05,Kwiat Jabłoni,Dziś późno pójdę spać,224159,2022-06-18 23:05:00,0.573,0.378,2,-10.286,0,0.0426,0.888,0.000219,0.0736,0.358,145.978,audio_features,4eTLBXcO0q4KRqubdLNYQc,spotify:track:4eTLBXcO0q4KRqubdLNYQc,https://api.spotify.com/v1/tracks/4eTLBXcO0q4KRqubdLNYQc,https://api.spotify.com/v1/audio-analysis/4eTLBXcO0q4KRqubdLNYQc,224209,4,Niemożliwe,4UoeVXO8tQkAhBabOH5Pga
4677,Jest tylko teraz___Męskie Granie Orkiestra 2022,2022-06-18 23:20,Męskie Granie Orkiestra 2022,Jest tylko teraz,9492,2022-06-18 23:20:00,0.694,0.696,10,-5.959,0,0.217,0.272,0.0,0.802,0.524,110.287,audio_features,5dPw2tijsvrIfDKHzXYe2m,spotify:track:5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/tracks/5dPw2tijsvrIfDKHzXYe2m,https://api.spotify.com/v1/audio-analysis/5dPw2tijsvrIfDKHzXYe2m,217315,4,"Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)",1HlWatPRHfTF1gw0DjMZbG
4678,Coś Fajnego - Radio Edit___DJ Farad,2022-06-18 23:21,DJ Farad,Coś Fajnego - Radio Edit,19791,2022-06-18 23:21:00,0.827,0.867,0,-4.635,1,0.131,0.00641,0.0,0.19,0.963,131.997,audio_features,1Y4ykymxPcw8fv3xjwJftB,spotify:track:1Y4ykymxPcw8fv3xjwJftB,https://api.spotify.com/v1/tracks/1Y4ykymxPcw8fv3xjwJftB,https://api.spotify.com/v1/audio-analysis/1Y4ykymxPcw8fv3xjwJftB,254375,4,Coś Fajnego,4QfNSH41MJcFJhDzaoM1TQ
4679,Nudy___Vito Bambino,2022-06-18 23:28,Vito Bambino,Nudy,246408,2022-06-18 23:28:00,0.79,0.45,4,-9.62,0,0.0447,0.0539,1.97e-06,0.108,0.763,127.904,audio_features,5MZCSKkPEL5uxf0iF7UYx2,spotify:track:5MZCSKkPEL5uxf0iF7UYx2,https://api.spotify.com/v1/tracks/5MZCSKkPEL5uxf0iF7UYx2,https://api.spotify.com/v1/audio-analysis/5MZCSKkPEL5uxf0iF7UYx2,246507,4,Nudy,5Fhz21fYgd7LADYk9f5LKE
4680,Kiedy Powiem Sobie Dość___Rosalie.,2022-06-18 23:32,Rosalie.,Kiedy Powiem Sobie Dość,237538,2022-06-18 23:32:00,0.711,0.66,11,-6.734,0,0.0383,0.0316,0.0125,0.193,0.311,95.006,audio_features,4BzYVS3CLT9egrb2cUgzpp,spotify:track:4BzYVS3CLT9egrb2cUgzpp,https://api.spotify.com/v1/tracks/4BzYVS3CLT9egrb2cUgzpp,https://api.spotify.com/v1/audio-analysis/4BzYVS3CLT9egrb2cUgzpp,237538,4,Kiedy Powiem Sobie Dość,17gGo3H5ZAUB7XyIdTzEiA
4681,Dreams___Dua Lipa,2022-06-18 23:36,Dua Lipa,Dreams,219890,2022-06-18 23:36:00,0.311,0.205,4,-17.103,1,0.0403,0.932,0.000245,0.94,0.284,100.673,audio_features,0CuREAhgZpS6GAAwgSiDJX,spotify:track:0CuREAhgZpS6GAAwgSiDJX,https://api.spotify.com/v1/tracks/0CuREAhgZpS6GAAwgSiDJX,https://api.spotify.com/v1/audio-analysis/0CuREAhgZpS6GAAwgSiDJX,270600,3,Wojny i Noce (Deluxe),09ebhpdARWQx1yS0ZIO3eW
4682,Kiedy Powiem Sobie Dość___Rosalie.,2022-06-18 23:36,Rosalie.,Kiedy Powiem Sobie Dość,1416,2022-06-18 23:36:00,0.711,0.66,11,-6.734,0,0.0383,0.0316,0.0125,0.193,0.311,95.006,audio_features,4BzYVS3CLT9egrb2cUgzpp,spotify:track:4BzYVS3CLT9egrb2cUgzpp,https://api.spotify.com/v1/tracks/4BzYVS3CLT9egrb2cUgzpp,https://api.spotify.com/v1/audio-analysis/4BzYVS3CLT9egrb2cUgzpp,237538,4,Kiedy Powiem Sobie Dość,17gGo3H5ZAUB7XyIdTzEiA
